Cluster,Country,Cultivated,Depth,Gid,Latitude,Longitude,Plot,Region,SSN,Sampling date,Scientist,Site,Soil material
,Tanzania,,,,-6.05656947,37.65238037,,,TaSAG_SUB-FhjHyjH3,,,,
,Tanzania,,,,-8.53443526,32.58368874,,,TanSAG_TOP-jY4oQ9wgl,,,,
,Tanzania,,,,-4.28753654,34.38647541,,,TaSAG_SUB-uLKOqxy8,,,,
,Tanzania,,,,-6.80921799,37.91748705,,,TanSIS_SUB-89VuhnAtB,,,,
,Tanzania,,,,-7.9612541168945565,31.34489351374659,,,TanSAG_SUB-4DHwgRqU7,,,,
,Tanzania,,,,-8.37887667,32.42816571,,,TanSAG_TOP-WLLwG3yeD,,,,
,Tanzania,,,,-6.20101113,37.59484238,,,TaSAG_SUB-FSzwBIqN,,,,
,Tanzania,,,,-9.37740595,34.16684654,,,TanSAG_TOP-KA3REPCu9,,,,
,Tanzania,,,,-7.88704551,35.40055001,,,TaSAG_SUB-usRKd2S2,,,,
,Tanzania,,,,-6.84865083,37.84629136,,,TanSIS_SUB-airE97Eej,,,,
,Tanzania,,,,-7.62908775,31.06817905,,,TanSAG_SUB-4VyLGhK4o,,,,
,Tanzania,,,,-9.36300658,34.12717107,,,TanSAG_TOP-xCdxyET7T,,,,
,Tanzania,,,,-6.05147817,37.62124154,,,TaSAG_SUB-GzM3iRzl,,,,
,Tanzania,,,,-8.41687027,32.44804953,,,TanSAG_TOP-l6k6PJKFB,,,,
,Tanzania,,,,-4.689372363711722,34.26261175049143,,,TaSAG_SUB-v3KRjDMF,,,,
,Tanzania,,,,-6.80564742,37.96971720000001,,,TanSIS_SUB-amxQMFAMT,,,,
,Tanzania,,,,-7.43809964,31.05152841,,,TanSAG_SUB-5GpqmKlUE,,,,
,Tanzania,,,,-9.51395058,34.38693057,,,TanSAG_TOP-xtI0Bc4XL,,,,
,Tanzania,,,,-6.08570829,37.62828715,,,TaSAG_SUB-Hi1OwgZP,,,,
,Tanzania,,,,-9.36854527,34.17178523,,,TanSAG_TOP-leiQmpebT,,,,
,Tanzania,,,,-4.24592541,34.37348534,,,TaSAG_SUB-vA1zLhuG,,,,
,Tanzania,,,,-6.7696943,37.88193189,,,TanSIS_SUB-BulY9q8cj,,,,
,Tanzania,,,,-7.9155217,31.27266812,,,TanSAG_SUB-5NWi1sjSJ,,,,
,Tanzania,,,,-8.37785955,32.4326809,,,TanSAG_TOP-XupRhsrWe,,,,
,Tanzania,,,,-6.75627414,37.70674484,,,TaSAG_SUB-i1IGBmge,,,,
,Tanzania,,,,-8.68723647,32.41072563,,,TanSAG_TOP-LIvCE27yA,,,,
,Tanzania,,,,-4.268728753663022,34.26720616687798,,,TaSAG_SUB-vAdALDvM,,,,
,Tanzania,,,,-6.78144206,37.9218136,,,TanSIS_SUB-cUaXKR5dw,,,,
,Tanzania,,,,-9.42211372,34.14795247,,,TanSAG_TOP-yI1Ff6rPC,,,,
,Tanzania,,,,-6.200648200000002,37.5602201,,,TaSAG_SUB-ia6sLKLY,,,,
,Tanzania,,,,-8.878843400000003,32.8424898,,,TanSAG_TOP-MiYMrLVUy,,,,
,Tanzania,,,,-4.703693558376697,34.25739109092562,,,TaSAG_SUB-vLr62R4O,,,,
,Tanzania,,,,-6.88679992,37.84523639,,,TanSIS_SUB-FnOacTViH,,,,
,Tanzania,,,,-7.63543745,31.17685172,,,TanSAG_SUB-6GyxdF1dE,,,,
,Tanzania,,,,-9.48530229,34.31264623,,,TanSAG_TOP-ySfRyLj4P,,,,
,Tanzania,,,,-6.06446665,37.65607293,,,TaSAG_SUB-IUqdDiBB,,,,
,Tanzania,,,,-8.64480004,32.417130199999995,,,TanSAG_TOP-n7BLkw6QJ,,,,
,Tanzania,,,,-4.268269104827463,34.22779973027136,,,TaSAG_SUB-VQf9ZWYT,,,,
,Tanzania,,,,-6.7595344,37.85717092,,,TanSIS_SUB-ipzr17eID,,,,
,Tanzania,,,,-7.9467389900235395,31.35551263308377,,,TanSAG_SUB-6Up7gpCkb,,,,
,Tanzania,,,,-8.37022999,32.38826602,,,TanSAG_TOP-zIcKfgWmu,,,,
,Tanzania,,,,-6.19883785,37.56115133,,,TaSAG_SUB-koHJ9xoD,,,,
,Tanzania,,,,-8.41613085,32.37471089,,,TanSAG_TOP-N9R1wL5nF,,,,
,Tanzania,,,,-4.2463467988106975,34.255761929940945,,,TaSAG_SUB-vYGyJ7O0,,,,
,Tanzania,,,,-6.85628713,37.8975032,,,TanSIS_SUB-JWKWdWTRz,,,,
,Tanzania,,,,-7.563659050529284,31.179363032613225,,,TanSAG_SUB-6YqwzQ8wN,,,,
,Tanzania,,,,-9.47417359,34.39512015,,,TanSAG_TOP-ZYyCNR7wH,,,,
,Tanzania,,,,-6.86164459,37.48487769,,,TaSAG_SUB-KTQZwtN5,,,,
,Tanzania,,,,-8.53664251,32.59332667,,,TanSAG_TOP-njN408Zdc,,,,
,Tanzania,,,,-4.34521487,34.15531996,,,TaSAG_SUB-W5f75djY,,,,
,Tanzania,,,,-6.76882423,37.92236222,,,TanSIS_SUB-JzNNByqNP,,,,
,Tanzania,,,,-7.62116038,31.11139797,,,TanSAG_SUB-7YkdbijRC,,,,
,Tanzania,,,,-6.20282377,37.59584587,,,TaSAG_SUB-kw8awa8B,,,,
,Tanzania,,,,-8.61505063,34.42132505,,,TanSAG_TOP-oDf2S4fju,,,,
,Tanzania,,,,-4.30215429,34.17395271,,,TaSAG_SUB-WNr6e3r7,,,,
,Tanzania,,,,-6.77305305,37.94768269,,,TanSIS_SUB-lupFG2Wzn,,,,
,Tanzania,,,,-7.57453036,31.18582675,,,TanSAG_SUB-8SmGjwGeQ,,,,
,Tanzania,,,,-7.55963143,36.13844199,,,TanSAG_SUB-0RVWZMTpj,,,,
,Tanzania,,,,-6.05057399,37.62125466,,,TaSAG_SUB-Ky0lSsNX,,,,
,Tanzania,,,,-8.40503446,32.44421747,,,TanSAG_TOP-oM3G5tIUC,,,,
,Tanzania,,,,-5.88399628,34.72655786,,,TaSAG_SUB-wp8w5nGZ,,,,
,Tanzania,,,,-3.334694800231867,36.80497075021688,,,TanSIS_TOP-99RDZiQz,,,,
,Tanzania,,,,-6.84177884,37.82736778,,,TanSIS_SUB-mHv77gCrV,,,,
,Tanzania,,,,-7.46496028,31.03124347,,,TanSAG_SUB-8wg9UlxWp,,,,
,Tanzania,,,,-7.65605099,36.11503112,,,TanSAG_SUB-2Ga2UOnrG,,,,
,Tanzania,,,,-6.92315517,37.52537802,,,TaSAG_SUB-LW4Vs81u,,,,
,Tanzania,,,,-8.41642302,32.37635307,,,TanSAG_TOP-oSC6LSxnS,,,,
,Tanzania,,,,-7.88452078,35.42327191,,,TaSAG_SUB-WP9PPivB,,,,
,Tanzania,,,,-3.377296508660009,36.76782035322268,,,TanSIS_TOP-bFyQvyRx,,,,
,Tanzania,,,,-6.75624888,37.69942864,,,TanSIS_SUB-mwQkMGjpz,,,,
,Tanzania,,,,-7.470239095164298,31.004196442846478,,,TanSAG_SUB-8yFVtCeCn,,,,
,Tanzania,,,,-8.26256625,35.95337906,,,TanSAG_SUB-3aNugqp7V,,,,
,Tanzania,,,,-6.03932316,37.66023931,,,TaSAG_SUB-n6UIxXjC,,,,
,Tanzania,,,,-9.37278757,34.21768122,,,TanSAG_TOP-osp5VgIGK,,,,
,Tanzania,,,,-4.686660928398172,34.26162202251797,,,TaSAG_SUB-yhdQGgwH,,,,
,Tanzania,,,,-6.90141709,37.87536441,,,TanSIS_SUB-N4U4uq6hE,,,,
,Tanzania,,,,-7.62190025,31.06623596,,,TanSAG_SUB-9eoUkDqIA,,,,
,Tanzania,,,,-7.70987492,36.12625253,,,TanSAG_SUB-5fv9ihO4M,,,,
,Tanzania,,,,-6.06491703,37.61605235,,,TaSAG_SUB-oCRkg0uI,,,,
,Tanzania,,,,-8.69622,32.4009244,,,TanSAG_TOP-pc4T1H7Tm,,,,
,Tanzania,,,,-4.210716849260291,34.26339648308899,,,TaSAG_SUB-YRZxZ0Z9,,,,
,Tanzania,,,,-3.3265816500834564,36.8039083705345,,,TanSIS_TOP-DT6MeTpY,,,,
,Tanzania,,,,-7.06598808,37.81798395,,,TanSIS_SUB-NkjZi1gH3,,,,
,Tanzania,,,,-7.6070277000000015,31.03858318,,,TanSAG_SUB-54pxDWKqQ,,,,
,Tanzania,,,,-7.57782035,36.12871529,,,TanSAG_SUB-8QkmE7Dmq,,,,
,Tanzania,,,,-6.31372084,37.5632659,,,TaSAG_SUB-of8t89rC,,,,
,Tanzania,,,,-8.64366605,32.38442346,,,TanSAG_TOP-PLevNV6Me,,,,
,Tanzania,,,,-4.21318143,34.34155324,,,TaSAG_SUB-z3zl525U,,,,
,Tanzania,,,,-6.78491441,37.82652551,,,TanSIS_SUB-UOboijNRx,,,,
,Tanzania,,,,-7.22973065,31.04053058,,,TanSAG_SUB-58uAaL0iI,,,,
,Tanzania,,,,-7.56294555,36.1339215,,,TanSAG_SUB-8xpFng8qk,,,,
,Tanzania,,,,-6.92354607,37.47804938,,,TaSAG_SUB-oUMJQMEK,,,,
,Tanzania,,,,-8.34618848,32.43300298,,,TanSAG_TOP-qYzyTEuLe,,,,
,Tanzania,,,,-4.688343118960939,34.25262478774577,,,TaSAG_SUB-z5QMfPB9,,,,
,Tanzania,,,,-3.370822044464916,36.765258565461004,,,TanSIS_TOP-EfYQnor4,,,,
,Tanzania,,,,-6.76695328,37.85274593,,,TanSIS_SUB-VactExfuZ,,,,
,Tanzania,,,,-7.491996646480672,31.01082795303097,,,TanSAG_SUB-58vXjoZCl,,,,
,Tanzania,,,,-7.70782774,36.13391077,,,TanSAG_SUB-9sJvyrOdJ,,,,
,Tanzania,,,,-6.31785314,37.52880481,,,TaSAG_SUB-OyVZyFLP,,,,
,Tanzania,,,,-8.40944828,32.42734866,,,TanSAG_TOP-R5mWdzi2x,,,,
,Tanzania,,,,-4.31692524,34.19855344,,,TaSAG_SUB-zjujRQnZ,,,,
,Tanzania,,,,-3.3742386384757137,36.77157592032111,,,TanSIS_TOP-EySmogJx,,,,
,Tanzania,,,,-6.8146113,37.86485571,,,TanSIS_SUB-yBxJBtXwS,,,,
,Tanzania,,,,-7.52583636,31.20864564,,,TanSAG_SUB-63Co6ZuEB,,,,
,Tanzania,,,,-6.0577873,37.62660539,,,TaSAG_SUB-P0TiTxKl,,,,
,Tanzania,,,,-8.38929158,32.37127688,,,TanSAG_TOP-RDF4gyECV,,,,
,Tanzania,,,,-4.25306862,34.36811604,,,TaSAG_SUB-zokS4ZOg,,,,
,Tanzania,,,,-3.3310619299632047,36.80572307169396,,,TanSIS_TOP-gGIHxeT8,,,,
,Tanzania,,,,-6.76731077,37.89490744,,,TanSIS_SUB-YQRn9gNjr,,,,
,Tanzania,,,,-7.68944644,31.15138132,,,TanSAG_SUB-a4oMia4uD,,,,
,Tanzania,,,,-8.26705387,35.94848691,,,TanSAG_SUB-A9DxvziPw,,,,
,Tanzania,,,,-8.64926282,32.41450871,,,TanSAG_TOP-RefKa1H4X,,,,
,Tanzania,,,,-4.25339031,34.38891671,,,TaSAG_SUB-ZtsAlFJG,,,,
,Tanzania,,,,-6.79918257,37.86642301,,,TanSIS_SUB-YWGgAB3nq,,,,
,Tanzania,,,,-7.59096617,31.2548092,,,TanSAG_SUB-AEFdggPIb,,,,
,Tanzania,,,,-7.55353229,36.13366241,,,TanSAG_SUB-AeScowpfx,,,,
,Tanzania,,,,-6.07488603,37.65969387,,,TaSAG_SUB-pnQniR8g,,,,
,Tanzania,,,,-8.62926779,32.40592584,,,TanSAG_TOP-rwpM56cLp,,,,
,Tanzania,,,,-7.87988371,35.45569079,,,TaSAG_TOP-0QSxpr09,,,,
,Tanzania,,,,-6.91179386,37.8304096,,,TanSIS_SUB-Zg6WAAABt,,,,
,Tanzania,,,,-7.684031299999999,31.10073712,,,TanSAG_SUB-AJOUnMhSy,,,,
,Tanzania,,,,-7.56971582,36.13309761,,,TanSAG_SUB-b4fXkn2QR,,,,
,Tanzania,,,,-6.072107599999999,37.62075181,,,TaSAG_SUB-PsFGmPVS,,,,
,Tanzania,,,,-8.41406221,32.42891925,,,TanSAG_TOP-s03hyu36P,,,,
,Tanzania,,,,-4.268271022338189,34.22780538931906,,,TaSAG_TOP-0sA1wGKF,,,,
,Tanzania,,,,-6.76696434,37.85272259,,,TanSIS_TOP-2JzSvutsT,,,,
,Tanzania,,,,-7.481438457021465,31.048726718297143,,,TanSAG_SUB-aLrwHO1hG,,,,
,Tanzania,,,,-6.74547592,37.70474224,,,TaSAG_SUB-pVL56d5l,,,,
,Tanzania,,,,-8.88071553,32.84411617,,,TanSAG_TOP-skrguOra0,,,,
,Tanzania,,,,-4.739516543061212,34.31382442843821,,,TaSAG_TOP-2BjZGN2q,,,,
,Tanzania,,,,-3.3292752385609905,36.80211890821622,,,TanSIS_TOP-L8YmEawb,,,,
,Tanzania,,,,-6.77305258,37.94767587,,,TanSIS_TOP-5OUYSazZv,,,,
,Tanzania,,,,-7.46604038,31.05841076,,,TanSAG_SUB-AMctDqW5r,,,,
,Tanzania,,,,-7.59734204,36.1064607,,,TanSAG_SUB-cyiGlQawS,,,,
,Tanzania,,,,-6.922370699999999,37.53355337,,,TaSAG_SUB-qVhxqiuF,,,,
,Tanzania,,,,-9.49386637,34.40607796,,,TanSAG_TOP-tlpxj1xuV,,,,
,Tanzania,,,,-4.24951808,34.37259082,,,TaSAG_TOP-2EEp2LUp,,,,
,Tanzania,,,,-3.3343301331864623,36.80522496290062,,,TanSIS_TOP-MN1aBXIV,,,,
,Tanzania,,,,-6.91180731,37.83040817,,,TanSIS_TOP-6lc3ynmWx,,,,
,Tanzania,,,,-7.6279746,31.17841279,,,TanSAG_SUB-aMJjAFGp0,,,,
,Tanzania,,,,-7.66246827,36.1252682,,,TanSAG_SUB-d1ZE7QjAb,,,,
,Tanzania,,,,-6.0541596,37.62281243,,,TaSAG_SUB-QXDoeeP1,,,,
,Tanzania,,,,-8.69258391,32.39899391,,,TanSAG_TOP-tOyakCUdW,,,,
,Tanzania,,,,-4.3053792,34.30253194,,,TaSAG_TOP-3brY7hW8,,,,
,Tanzania,,,,-6.79594878,37.89377020000001,,,TanSIS_TOP-31vkz5Zgd,,,,
,Tanzania,,,,-7.65007937,31.23043779,,,TanSAG_SUB-aNq9bYwwx,,,,
,Tanzania,,,,-7.56861367,36.13385534,,,TanSAG_SUB-f6s3TRhX9,,,,
,Tanzania,,,,-6.05716375,37.65134281,,,TaSAG_SUB-qxWRSzYX,,,,
,Tanzania,,,,-8.68541301,32.4106561,,,TanSAG_TOP-tpM8g08BX,,,,
,Tanzania,,,,-4.21114697,34.3994658,,,TaSAG_TOP-4lTFXGh2,,,,
,Tanzania,,,,-3.3333199964924316,36.76663407991382,,,TanSIS_TOP-nMMwQwNJ,,,,
,Tanzania,,,,-6.78955724,37.94050312,,,TanSIS_TOP-caUCuUtPd,,,,
,Tanzania,,,,-7.63422281,31.17497212,,,TanSAG_SUB-AzWMrcGPS,,,,
,Tanzania,,,,-7.63713235,36.11370914,,,TanSAG_SUB-Fhd6JyMfa,,,,
,Tanzania,,,,-6.04469777,37.66556702,,,TaSAG_SUB-qYg6QJUL,,,,
,Tanzania,,,,-8.52070792,32.56351155,,,TanSAG_TOP-TqsbdbXvt,,,,
,Tanzania,,,,-4.261652448621874,34.233143500554185,,,TaSAG_TOP-4PjQgUsl,,,,
,Tanzania,,,,-3.3717213673722184,36.76241795559738,,,TanSIS_TOP-RphUZB5e,,,,
,Tanzania,,,,-6.80919861,37.91748922,,,TanSIS_TOP-EBoGoqkmb,,,,
,Tanzania,,,,-7.58862258,31.17081125,,,TanSAG_SUB-b7fYkcLTB,,,,
,Tanzania,,,,-7.59529081,36.14931227,,,TanSAG_SUB-gh9KNU9W6,,,,
,Tanzania,,,,-6.08982184,37.62744177,,,TaSAG_SUB-S6dZ7QyP,,,,
,Tanzania,,,,-8.39743433,32.37872816,,,TanSAG_TOP-uBkOXOZcJ,,,,
,Tanzania,,,,-4.81861022,34.7075515,,,TaSAG_TOP-6I2dXisv,,,,
,Tanzania,,,,-3.3280558226627237,36.80432132498775,,,TanSIS_TOP-SBNt6QYO,,,,
,Tanzania,,,,-6.75956633,37.85719196,,,TanSIS_TOP-eU90RC8be,,,,
,Tanzania,,,,-7.850057698265412,31.22630865718536,,,TanSAG_SUB-BAGTIq1qt,,,,
,Tanzania,,,,-7.55549306,36.13832078,,,TanSAG_SUB-gonLZROcz,,,,
,Tanzania,,,,-6.04660291,37.62384955,,,TaSAG_SUB-SoQprqNw,,,,
,Tanzania,,,,-8.69263621,32.42976195,,,TanSAG_TOP-ukpEfvhK1,,,,
,Tanzania,,,,-4.23144711,34.343837,,,TaSAG_TOP-8tRGXUKh,,,,
,Tanzania,,,,-3.3311015692141392,36.801330005499466,,,TanSIS_TOP-UA3GMmpg,,,,
,Tanzania,,,,-6.80565791,37.96970556,,,TanSIS_TOP-IEBCDbC3d,,,,
,Tanzania,,,,-7.60892527,31.03523026,,,TanSAG_SUB-BrAqFd8fX,,,,
,Tanzania,,,,-7.63784947,36.11268898,,,TanSAG_SUB-GX3jgBJcE,,,,
,Tanzania,,,,-6.08725617,37.62191193,,,TaSAG_SUB-T1DrHKH4,,,,
,Tanzania,,,,-8.40779427,32.42967965,,,TanSAG_TOP-ulqjB8z2d,,,,
,Tanzania,,,,-4.29471665,34.15220968,,,TaSAG_TOP-9s7PPUy0,,,,
,Tanzania,,,,-3.331962813038447,36.804729701717335,,,TanSIS_TOP-UfJ4ba8U,,,,
,Tanzania,,,,-6.70913451,37.6638629,,,TanSIS_TOP-JmahFKei2,,,,
,Tanzania,,,,-7.69300507,31.14865346,,,TanSAG_SUB-BUXP2fq6o,,,,
,Tanzania,,,,-7.55713215,36.13952121,,,TanSAG_SUB-hYHMKxa6W,,,,
,Tanzania,,,,-6.21000496,37.5959137,,,TaSAG_SUB-U1aucsn6,,,,
,Tanzania,,,,-8.88895272,32.84599313,,,TanSAG_TOP-UqBtw0SPu,,,,
,Tanzania,,,,-4.28666013,34.39371395,,,TaSAG_TOP-9vToS4xR,,,,
,Tanzania,,,,-6.75624255,37.69943074,,,TanSIS_TOP-JutV8LztA,,,,
,Tanzania,,,,-7.60290502,31.23147199,,,TanSAG_SUB-BVVjk7rGu,,,,
,Tanzania,,,,-7.61552845,36.11860677,,,TanSAG_SUB-IfbhAl79I,,,,
,Tanzania,,,,-6.12152192,37.70167308,,,TaSAG_SUB-uxJqUcaH,,,,
,Tanzania,,,,-8.62745331,32.404126899999994,,,TanSAG_TOP-urBMTMoUN,,,,
,Tanzania,,,,-4.27391492,34.30134522,,,TaSAG_TOP-9YK8Reap,,,,
,Tanzania,,,,-6.78145092,37.92181646,,,TanSIS_TOP-mn80pkaJu,,,,
,Tanzania,,,,-7.8482006075877155,31.22721551205516,,,TanSAG_SUB-bZ204BjZJ,,,,
,Tanzania,,,,-7.68923995,36.13435307,,,TanSAG_SUB-iXRhWEZcx,,,,
,Tanzania,,,,-6.33508338,37.54000114,,,TaSAG_SUB-Vef85fEX,,,,
,Tanzania,,,,-8.41723651,32.37890497,,,TanSAG_TOP-UzQ59TVwX,,,,
,Tanzania,,,,-4.32280413,34.17239937,,,TaSAG_TOP-9ZmhT7Wk,,,,
,Tanzania,,,,-6.9013925,37.87548821,,,TanSIS_TOP-mSDgX7JDP,,,,
,Tanzania,,,,-7.71539163,36.09908325,,,TanSAG_SUB-IzqBa3ivC,,,,
,Tanzania,,,,-6.20255153,37.56585113,,,TaSAG_SUB-W1Y0RTiL,,,,
,Tanzania,,,,-9.36892341,34.210217799999995,,,TanSAG_TOP-VOGJ7x7ms,,,,
,Tanzania,,,,-4.25307421,34.36810416,,,TaSAG_TOP-11t0fVCA,,,,
,Tanzania,,,,-3.3263016793614057,36.79942796676243,,,TanSIS_TOP-Vv9hcJow,,,,
,Tanzania,,,,-6.80875174,37.93370737,,,TanSIS_TOP-NeQzJxgVM,,,,
,Tanzania,,,,-7.80906024,31.19210762,,,TanSAG_SUB-C83tadM9E,,,,
,Tanzania,,,,-7.600237700000001,36.11196470000001,,,TanSAG_SUB-JHtSUdEFW,,,,
,Tanzania,,,,-6.08474182,37.62821912,,,TaSAG_SUB-W7SGgQZW,,,,
,Tanzania,,,,-8.39108593,32.37586405,,,TanSAG_TOP-vzQevtFuh,,,,
,Tanzania,,,,-4.28494849,34.32313959,,,TaSAG_TOP-45buGcxZ,,,,
,Tanzania,,,,-3.3723390793556605,36.77444059811091,,,TanSIS_TOP-y0liRiH1,,,,
,Tanzania,,,,-6.79921347,37.86639488,,,TanSIS_TOP-oUm29wBxx,,,,
,Tanzania,,,,-7.589916099999999,31.17242992,,,TanSAG_SUB-cBNfxh62P,,,,
,Tanzania,,,,-7.71903811,36.10505107,,,TanSAG_SUB-jWIDwZwSW,,,,
,Tanzania,,,,-6.32152188,37.5288411,,,TaSAG_SUB-xnLdhoL5,,,,
,Tanzania,,,,-8.8717996,32.86118244,,,TanSAG_TOP-W6xiQCiQZ,,,,
,Tanzania,,,,-4.28752842,34.38647534,,,TaSAG_TOP-58hYPsg6,,,,
,Tanzania,,,,-6.78492971,37.82654454,,,TanSIS_TOP-OwZET1XAH,,,,
,Tanzania,,,,-7.83889365,31.17991478,,,TanSAG_SUB-cDSQJuc70,,,,
,Tanzania,,,,-8.26718318,35.95044696,,,TanSAG_SUB-Krw1eaBH8,,,,
,Tanzania,,,,-6.07704496,37.66723306,,,TaSAG_SUB-ynCMJsmX,,,,
,Tanzania,,,,-9.35439669,34.15990627,,,TanSAG_TOP-x0Q748Ers,,,,
,Tanzania,,,,-4.260342507205075,34.23456399686036,,,TaSAG_TOP-706GrTHm,,,,
,Tanzania,,,,-6.76883985,37.92236348,,,TanSIS_TOP-rHnKa8VvS,,,,
,Tanzania,,,,-7.69210456,31.14683901,,,TanSAG_SUB-cFhCpKeic,,,,
,Tanzania,,,,-7.57569701,36.15498396,,,TanSAG_SUB-KrYTYoBP2,,,,
,Tanzania,,,,-6.36729296,37.53056057,,,TaSAG_SUB-zv1jViWA,,,,
,Tanzania,,,,-8.64729022,32.38905585,,,TanSAG_TOP-xCRfqv9r3,,,,
,Tanzania,,,,-4.30214886,34.17402284,,,TaSAG_TOP-862eoD2s,,,,
,Tanzania,,,,-6.84177858,37.82736604,,,TanSIS_TOP-RZKCv5Yw2,,,,
,Tanzania,,,,-7.493063696351945,31.04167470154582,,,TanSAG_SUB-cI2hDtEJ6,,,,
,Tanzania,,,,-8.25472019,35.95456206,,,TanSAG_SUB-L5yUcJ4Pf,,,,
,Tanzania,,,,-6.8845136,37.52181387,,,TaSAG_TOP-2qHSYi46,,,,
,Tanzania,,,,-8.68133772,32.38290329,,,TanSAG_TOP-xlwCzFlBF,,,,
,Tanzania,,,,-4.31692593,34.19855253,,,TaSAG_TOP-AbV4LQNX,,,,
,Tanzania,,,,-6.85628903,37.89742513,,,TanSIS_TOP-sbFWkWqqo,,,,
,Tanzania,,,,-7.67246743,31.06328425,,,TanSAG_SUB-cJyqNk7np,,,,
,Tanzania,,,,-8.26900242,35.94879646,,,TanSAG_SUB-LHVYvBIWp,,,,
,Tanzania,,,,-6.20802341,37.56754433,,,TaSAG_TOP-2ZcW5Udb,,,,
,Tanzania,,,,-8.52719446,32.58541644,,,TanSAG_TOP-yLLO1J9oS,,,,
,Tanzania,,,,-4.403467375027648,34.679197580086516,,,TaSAG_TOP-AGL5QqwV,,,,
,Tanzania,,,,-7.06599587,37.81797188,,,TanSIS_TOP-SYPVI8GVm,,,,
,Tanzania,,,,-7.64718505,31.21872061,,,TanSAG_SUB-CTNQQySXf,,,,
,Tanzania,,,,-8.23304931,35.93625493,,,TanSAG_SUB-LPYxEpSYW,,,,
,Tanzania,,,,-6.881069900000001,37.52470187,,,TaSAG_TOP-3lgw5xQw,,,,
,Tanzania,,,,-8.34439144,32.43482088,,,TanSAG_TOP-zFtDVC0DX,,,,
,Tanzania,,,,-4.246356516297723,34.25575260664582,,,TaSAG_TOP-aOwKjQld,,,,
,Tanzania,,,,-6.88681409,37.84523627,,,TanSIS_TOP-TSGZmlyTJ,,,,
,Tanzania,,,,-7.51514777,30.95327686,,,TanSAG_SUB-cVzzu3IJz,,,,
,Tanzania,,,,-7.59351611,36.1416469,,,TanSAG_SUB-MGLYRjZwd,,,,
,Tanzania,,,,-6.31368334,37.56323496,,,TaSAG_TOP-3SrIVXrB,,,,
,Tanzania,,,,-8.53169297,32.58366766,,,TanSAG_TOP-ztAI2kGZL,,,,
,Tanzania,,,,-4.25956644,34.30934939,,,TaSAG_TOP-AuOhIcKL,,,,
,Tanzania,,,,-6.81457837,37.86486974,,,TanSIS_TOP-WoUL7jW41,,,,
,Tanzania,,,,-7.9404986407478395,31.348310649255872,,,TanSAG_SUB-cWd9Dxvhi,,,,
,Tanzania,,,,-7.62839479,36.12581918,,,TanSAG_SUB-MqIyWfoCf,,,,
,Tanzania,,,,-6.06315233,37.62417427,,,TaSAG_TOP-5zGuV4lM,,,,
,Tanzania,,,,-8.77942378,34.23478252,,,TaSAG_SUB-0u5hRpfo,,,,
,Tanzania,,,,-4.29299122,34.15852766,,,TaSAG_TOP-BE2Bnvlv,,,,
,Tanzania,,,,-6.76970063,37.88194938,,,TanSIS_TOP-X3j9zUPwv,,,,
,Tanzania,,,,-7.99385724,31.65532906,,,TanSAG_SUB-CZZZr7nQO,,,,
,Tanzania,,,,-7.57858429,36.15542252,,,TanSAG_SUB-Mwl1wKWkr,,,,
,Tanzania,,,,-6.36640098,37.53147018,,,TaSAG_TOP-06PV5xrR,,,,
,Tanzania,,,,-8.75551982,34.21801256,,,TaSAG_SUB-1Eb5AkU7,,,,
,Tanzania,,,,-4.202964092422085,34.24506290668692,,,TaSAG_TOP-BXZTi5Vr,,,,
,Tanzania,,,,-6.76724674,37.89491896,,,TanSIS_TOP-Y3jv2arHA,,,,
,Tanzania,,,,-7.66221144,31.02065145,,,TanSAG_SUB-dGL1F5Gdx,,,,
,Tanzania,,,,-7.58034963,36.15297291,,,TanSAG_SUB-nDqcaSPKE,,,,
,Tanzania,,,,-6.89637608,37.46203344,,,TaSAG_TOP-7J4W2IRO,,,,
,Tanzania,,,,-8.03249,36.00894086,,,TaSAG_SUB-2Ja6ksNS,,,,
,Tanzania,,,,-4.29560385,34.30968326,,,TaSAG_TOP-cDfvZjrp,,,,
,Tanzania,,,,-6.84865004,37.84629546,,,TanSIS_TOP-yeMx6FLb3,,,,
,Tanzania,,,,-7.60922789,31.07589095,,,TanSAG_SUB-DjN3SHRwf,,,,
,Tanzania,,,,-7.62000602,36.1160815,,,TanSAG_SUB-nPgf74a92,,,,
,Tanzania,,,,-6.85893187,37.49677576,,,TaSAG_TOP-7RryJQrh,,,,
,Tanzania,,,,-8.75840341,34.24935120000001,,,TaSAG_SUB-2YuOKZNC,,,,
,Tanzania,,,,-4.2343114937602095,34.22860090719048,,,TaSAG_TOP-deqtzptJ,,,,
,Tanzania,,,,-6.939760967309648,36.43894173917342,,,TanSIS_SUB-nSus8ISRg,,,,
,Tanzania,,,,-7.64084941,31.21761407,,,TanSAG_SUB-DnSrpWWQu,,,,
,Tanzania,,,,-7.70580502,36.13216025,,,TanSAG_SUB-NSHC1vWWD,,,,
,Tanzania,,,,-6.31782789,37.52870336,,,TaSAG_TOP-9QvrgHmv,,,,
,Tanzania,,,,-8.75821315,34.21906745,,,TaSAG_SUB-6mn3aC7u,,,,
,Tanzania,,,,-4.23960675,34.37519978,,,TaSAG_TOP-dKIykK05,,,,
,Tanzania,,,,-6.406220495104277,36.45361774864908,,,TanSIS_SUB-oHzLYZUkG,,,,
